208,431,410,150,768,5,757,597,26,384,347,325,705,357,144,334,787,623,79,752,79,634,720,751,726,569,787,718,282,627,48,182,697,790,530,303,533,342,252,380,561,630,743,149,443,431,398,733,160,605,766,264,31,39,430,97,719,404,149,36,754,747,157,143,123,361,552,106,655,18,5,6,165,518,207,111,731,785,602,91,485,132,448,329,184,146,383,778,228,723,563,359,496,628,586,334,607,296,270,571
749,302,616,775,618,170,575,196,36,766,621,388,298,766,189,554,437,303,768,624,572,80,271,553,175,741,269,81,175,56,149,569,435,33,385,776,668,630,524,298,470,466,105,389,306,660,559,353,402,28,246,200,74,471,520,789,768,10,76,386,495,259,104,492,453,720,395,199,310,404,695,43,576,529,510,740,356,248,537,544,244,194,44,645,12,90,209,694,629,101,295,393,633,493,408,799,449,154,504,173
207,431,410,150,768,5,757,788,572,159,262,231,729,282,253,690,446,272,172,205,550,743,697,144,23,421,565,647,159,694,87,529,169,246,331,369,186,757,537,388,27,396,416,580,55,651,174,113,650,617,222,641,619,630,131,577,722,352,121,535,495,259,103,491,453,719,395,199,310,404,695,43,576,529,511,740,356,249,537,544,485,132,448,329,184,146,382,777,228,723,563,359,496,628,586,334,607,296,270,571
749,302,616,775,618,170,575,196,36,766,621,388,298,766,188,554,437,302,768,624,572,80,271,553,175,741,269,81,175,56,149,569,435,33,385,776,668,630,523,298,470,466,105,389,306,659,559,353,402,28,246,200,74,470,520,789,768,9,75,386,495,259,104,492,451,720,395,199,310,404,694,43,576,528,510,740,356,248,537,543,243,194,43,645,12,90,209,694,629,101,295,393,633,493,408,799,449,154,504,173
207,431,410,150,768,4,757,788,572,159,262,231,728,282,253,690,446,272,172,205,550,743,697,144,23,421,565,647,159,56,149,569,435,33,383,369,186,756,537,388,27,395,416,580,55,651,174,113,650,617,222,641,619,630,131,577,722,352,121,535,495,259,103,491,453,719,395,199,310,404,695,43,576,529,511,740,356,249,537,544,485,131,448,329,184,146,382,777,228,722,562,359,496,628,586,334,607,296,270,571
749,301,616,775,618,170,575,196,35,766,621,388,298,766,188,554,437,301,768,624,572,80,271,553,175,741,268,81,175,56,149,569,435,33,385,776,667,630,523,298,470,466,105,389,306,659,558,353,402,28,246,200,74,469,520,789,768,9,74,386,495,259,103,492,451,720,395,199,310,404,694,43,576,528,510,740,356,248,537,543,243,319,43,645,12,90,209,694,629,101,295,393,632,492,408,799,449,154,504,173
207,431,410,150,768,4,575,196,36,766,621,388,298,766,188,554,437,303,768,624,572,80,271,552,175,740,269,81,175,56,149,569,435,33,384,369,185,756,536,388,27,395,416,580,55,651,559,353,402,28,245,200,73,470,520,789,767,9,75,386,495,259,104,492,451,720,395,199,310,404,693,43,575,528,510,740,356,248,537,544,485,131,446,329,184,146,382,777,228,722,562,359,496,628,585,334,607,296,270,570
749,301,616,775,618,170,575,196,33,766,621,388,298,766,188,554,437,301,767,624,572,79,271,553,175,741,268,81,175,56,149,569,435,33,385,776,667,630,523,298,470,466,105,389,306,659,558,353,401,28,246,199,74,469,520,789,768,8,74,386,495,259,103,492,451,720,395,198,309,404,694,43,576,528,510,740,356,247,537,543,243,319,42,645,12,89,209,694,629,101,295,393,632,492,408,799,449,154,504,173
207,431,409,150,768,4,575,196,36,766,621,388,298,766,188,554,437,302,768,624,572,80,271,552,175,740,268,81,175,56,149,569,435,33,384,368,185,755,536,388,27,395,416,580,54,651,559,353,401,28,246,200,74,468,520,789,768,8,74,386,495,259,103,492,451,720,395,198,310,404,694,43,576,528,510,740,356,247,536,544,485,131,446,329,184,146,382,777,228,722,562,359,496,627,585,334,607,296,270,570
749,301,616,775,618,170,575,196,33,766,621,388,298,766,188,554,437,301,767,624,572,79,271,553,175,741,268,81,175,56,149,569,435,33,385,776,667,630,523,298,470,466,104,389,306,659,558,353,401,28,246,199,74,469,520,789,768,7,74,386,495,259,103,492,451,720,395,198,309,404,693,43,576,528,510,739,356,247,537,543,243,319,42,645,12,89,208,694,629,101,295,392,632,492,408,799,449,154,504,173
207,430,408,150,768,4,575,196,36,766,621,388,298,766,188,554,437,302,768,624,550,743,696,143,22,421,565,647,158,55,149,569,435,33,381,369,8,589,479,387,27,395,416,580,55,651,559,353,400,28,245,200,73,470,520,788,767,9,75,386,495,259,104,492,451,720,395,198,309,404,693,43,576,528,510,740,356,247,537,543,243,319,41,645,12,88,209,694,629,101,295,392,496,627,585,333,607,296,270,570
749,300,616,775,618,170,575,196,33,766,620,388,298,766,188,554,436,301,767,624,572,79,271,553,175,741,268,81,175,56,149,569,435,33,385,776,667,630,523,298,470,466,104,389,306,659,558,352,401,28,246,199,74,469,520,788,768,7,74,386,494,259,103,492,450,719,395,198,309,404,693,43,576,528,510,739,356,247,537,542,243,319,42,645,12,89,208,694,629,101,295,391,632,492,408,799,449,154,504,173
207,430,408,150,768,4,575,196,36,766,621,388,298,766,188,554,437,302,768,624,550,743,696,143,22,421,565,647,158,55,149,569,435,32,381,369,8,589,479,387,27,395,415,580,55,651,559,353,400,28,245,200,73,470,520,788,767,9,75,386,495,259,104,492,451,720,395,198,309,404,693,43,576,526,510,740,355,247,537,543,243,319,41,645,12,88,209,694,629,101,295,392,496,627,585,333,607,296,270,570
