748,300,616,775,618,170,575,196,33,766,618,388,298,766,188,554,436,301,767,624,572,79,271,553,175,741,268,81,175,56,149,568,435,33,385,776,667,630,523,298,469,466,104,389,306,659,558,352,400,28,246,199,74,469,520,788,768,7,73,386,494,259,103,491,451,719,395,199,310,404,693,43,576,528,510,739,356,247,537,542,242,319,42,645,12,89,207,694,629,101,295,391,632,492,408,799,449,154,504,173
207,430,408,150,616,4,575,196,35,765,621,388,298,766,188,553,437,302,768,624,549,743,695,143,22,421,565,647,158,54,149,569,435,33,381,369,8,589,478,387,26,395,415,580,55,651,559,353,400,27,245,200,73,470,520,788,767,9,75,386,495,259,104,492,451,720,395,198,309,404,693,42,576,528,509,739,356,247,537,542,242,319,42,645,11,87,209,694,629,100,295,392,496,627,585,333,607,296,270,570
747,300,616,775,618,170,575,195,32,766,618,388,298,766,188,553,437,298,767,624,572,79,271,553,175,741,268,80,175,56,148,568,435,32,385,774,668,627,524,298,469,466,105,386,305,659,557,352,402,28,246,200,74,468,520,789,768,7,73,386,494,259,103,491,451,719,395,199,310,404,694,42,575,528,509,737,356,248,536,543,243,318,656,779,581,287,724,510,439,757,386,620,443,492,408,799,449,154,504,173
206,430,616,775,618,170,575,196,33,766,618,388,298,766,188,554,436,301,766,624,572,79,271,552,175,741,268,81,175,54,149,568,435,33,385,776,667,630,523,298,469,466,103,389,306,658,558,352,400,27,246,199,74,468,520,788,768,7,73,385,494,259,103,491,451,719,395,198,310,404,693,43,575,528,510,739,356,247,537,542,241,319,41,645,12,89,207,694,629,101,295,392,496,627,585,333,607,296,270,569
747,300,616,775,618,170,575,195,32,765,617,388,298,766,188,553,437,298,767,624,572,78,271,553,175,741,268,80,174,55,147,568,435,32,384,775,667,628,524,298,469,465,105,386,305,658,556,352,401,28,246,200,74,468,520,789,768,7,73,385,494,259,102,490,451,719,395,198,310,404,693,43,575,528,510,739,356,247,537,542,241,319,41,645,12,88,207,694,629,101,295,392,495,492,408,799,449,154,504,173
206,429,616,774,618,169,574,196,33,766,617,388,298,766,188,553,436,301,766,624,572,79,271,552,175,741,268,81,175,54,149,568,434,33,385,776,667,630,523,298,469,466,103,389,306,658,558,352,400,27,245,199,72,470,520,788,766,9,75,386,495,259,103,492,451,720,395,197,308,404,693,41,575,527,509,739,356,247,537,542,241,319,41,645,12,89,207,694,629,101,295,392,496,626,585,333,607,296,270,569
747,300,616,775,618,170,575,195,32,764,75,616,298,766,187,553,437,299,767,622,571,79,271,553,174,741,268,81,175,54,149,567,434,33,385,776,667,630,523,298,469,466,103,388,305,658,558,351,399,27,245,199,73,469,519,788,768,7,73,385,494,259,102,490,451,719,395,198,310,404,693,43,574,528,510,739,356,247,537,542,241,319,41,644,12,88,207,693,629,101,294,392,495,492,408,799,449,154,504,173
206,429,615,774,618,169,574,196,32,766,617,387,298,766,187,553,436,301,766,624,572,79,271,552,175,741,268,81,175,53,149,567,434,32,385,776,667,630,523,298,469,466,103,389,306,658,558,352,400,27,244,199,72,470,520,788,766,9,75,386,494,259,103,492,451,720,395,197,308,404,693,41,575,527,509,739,356,247,537,542,241,318,41,645,12,89,207,694,629,101,294,392,496,626,585,333,607,296,270,569
747,300,615,775,618,170,575,195,32,764,75,616,298,766,187,553,437,299,767,622,571,79,271,553,174,741,268,81,175,54,148,567,434,33,385,776,667,630,523,298,469,466,103,388,305,658,557,351,399,27,245,199,73,469,519,788,768,7,73,385,494,259,102,490,451,719,395,198,310,404,692,43,574,528,510,739,356,247,537,542,241,318,41,644,12,88,207,693,629,101,294,392,495,492,408,799,449,154,504,173
206,429,615,774,618,168,574,196,32,766,617,387,298,766,187,553,436,301,766,624,572,79,270,552,175,740,268,81,175,53,148,567,433,32,384,776,666,630,523,298,468,465,103,389,305,658,558,352,400,27,245,199,72,470,520,788,766,9,75,386,495,259,103,492,451,720,395,197,308,404,693,41,575,527,510,739,356,247,537,542,241,319,41,644,12,88,207,693,629,101,294,392,496,626,585,333,607,296,270,569
747,300,615,775,618,170,575,195,32,764,75,616,297,766,187,553,437,299,767,622,571,79,271,553,174,741,268,81,175,54,148,567,434,33,385,776,667,630,523,298,468,465,103,388,305,658,557,351,398,27,245,198,72,469,519,788,767,6,73,385,494,259,102,490,451,719,395,198,309,404,692,43,574,528,510,739,356,247,537,542,241,319,40,643,12,88,207,693,629,101,294,392,496,492,408,799,448,154,504,173
206,429,615,774,618,167,574,196,32,766,617,387,298,765,187,553,436,300,766,624,571,79,270,552,175,740,268,81,175,53,148,567,433,32,384,776,666,630,523,297,468,465,103,388,305,658,558,352,400,27,245,199,72,470,520,788,766,9,75,386,495,259,103,492,450,720,395,197,308,404,693,41,575,527,509,739,356,247,537,542,241,318,41,644,11,87,206,693,629,100,294,392,496,626,585,333,607,296,270,569
746,300,615,775,618,170,575,195,32,764,75,616,297,766,187,553,437,299,767,622,571,79,271,553,174,741,268,81,175,54,148,567,434,33,385,776,667,630,523,298,468,465,102,387,305,658,557,351,398,27,245,198,72,469,520,788,765,9,75,386,495,259,103,492,450,719,395,198,309,404,692,43,574,528,510,738,356,247,537,542,241,319,40,643,12,88,207,693,628,101,294,392,496,492,408,799,448,153,504,173
